ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Blocksy Custom Data","Blocksy Variation Images","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
9137,variable,,,"Women’s Maroon One Shoulder Bodycon Mini Dress – Ruched Slim Fit Party Dress with Side Tie",1,0,visible,"Glamorous maroon one-shoulder bodycon mini dress with ruched fit and side tie detail — perfect for parties, date nights, and special occasions.","Turn heads with this stunning <strong data-start=""534"" data-end=""584"">women’s maroon one shoulder bodycon mini dress</strong>, designed for a bold and elegant party look. Featuring a stylish <strong data-start=""650"" data-end=""675"">asymmetrical neckline</strong>, flattering <strong data-start=""688"" data-end=""707"">ruched body fit</strong>, and a chic <strong data-start=""720"" data-end=""739"">side tie detail</strong>, this dress enhances your curves and adds a trendy statement touch.<br data-start=""807"" data-end=""810"" />Perfect for <strong data-start=""822"" data-end=""909"">party wear, cocktail nights, club looks, date nights, birthdays, and festive events</strong>, this slim-fit mini dress pairs beautifully with heels, a clutch, and minimal jewelry. The rich <strong data-start=""1006"" data-end=""1031"">burgundy/maroon shade</strong> makes it a timeless must-have for modern women who love confident fashion.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Dress, Evening Wear, Featured, migrate, New Arrivals, party, Party Wear","asymmetrical dress women, birthday party dress, burgundy mini dress, club wear dress, cocktail dress women, date night dress, evening mini dress, maroon bodycon dress, maroon party dress, one shoulder dress, one shoulder mini dress, party wear dress women, ruched bodycon dress, side tie dress, slim fit mini dress, stylish party dress, trendy mini dress, western dress for women",,"https://mirayfashions.com/wp-content/uploads/2026/01/1759992804591532e5a11ddfa8745e86ecd2e9285e_thumbnail_900x.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1759992805272d2395eb57d99bbe80ef533c51fb79_thumbnail_900x.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/175999281139dc9b25c58351990f66e4679931bf3e_thumbnail_900x.jpg",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9138,variable,,,"Women’s Black One Shoulder Bodycon Mini Dress – Ruched Slim Fit Party Dress with Side Tie",1,0,visible,"Chic black one-shoulder bodycon mini dress with ruched fit and stylish side tie — perfect for parties, club nights, and date looks.","Own the spotlight in this stunning <strong data-start=""525"" data-end=""574"">women’s black one shoulder bodycon mini dress</strong>, designed for a bold and modern party look. Featuring an elegant <strong data-start=""640"" data-end=""665"">asymmetrical neckline</strong>, flattering <strong data-start=""678"" data-end=""698"">ruched detailing</strong>, and a trendy <strong data-start=""713"" data-end=""732"">side tie accent</strong>, this dress enhances your curves while keeping your style sleek and classy.<br data-start=""808"" data-end=""811"" />Perfect for <strong data-start=""823"" data-end=""913"">party wear, cocktail nights, club looks, date nights, birthdays, and special occasions</strong>, this slim-fit mini dress pairs effortlessly with heels, statement earrings, and a clutch. The classic <strong data-start=""1017"" data-end=""1038"">solid black color</strong> makes it a timeless wardrobe essential for every fashion-forward woman.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Dress, Evening Wear, Featured, migrate, New Arrivals, party, Party Wear","asymmetrical dress women, birthday party dress, black mini dress, black one shoulder dress, classy black dress, club wear dress, cocktail dress women, date night dress, elegant party dress, fitted mini dress, one shoulder bodycon dress, party wear dress women, ruched bodycon dress, side tie dress, slim fit mini dress, trendy mini dress, western dress for women, women night dress",,"https://mirayfashions.com/wp-content/uploads/2026/01/17599928247c8038842c7f26f2fe1ae6893573c742_thumbnail_900x.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/17599928247c8038842c7f26f2fe1ae6893573c742_thumbnail_900x.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/175999282813ab927a911c63e3ef05c8983ccd7b80_thumbnail_900x.jpg",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9163,variable,,,"Women’s Off Shoulder Ruched Long Sleeve Crop Top – Slim Fit Party & Casual Top",1,0,visible,"Trendy off-shoulder ruched crop top with full sleeves and a flattering slim fit — perfect for party wear, date nights, and everyday chic looks.","Upgrade your wardrobe with this stylish <strong data-start=""668"" data-end=""720"">women’s off shoulder ruched long sleeve crop top</strong>, designed to give a bold and flattering look. Featuring a chic <strong data-start=""784"" data-end=""809"">one-shoulder neckline</strong> with <strong data-start=""815"" data-end=""844"">all-over ruched detailing</strong>, this top hugs your body perfectly for a snatched silhouette.<br data-start=""906"" data-end=""909"" />Ideal for <strong data-start=""919"" data-end=""986"">party nights, date outings, club looks, and casual street-style</strong>, it pairs effortlessly with high-waist jeans, skirts, trousers, or cargos. Available in stunning <strong data-start=""1084"" data-end=""1116"">Blue, White, Black, and Wine</strong>, this slim-fit crop top is a must-have for every fashion-forward woman.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Featured, Top > Long Sleeve, migrate, New Arrivals, Top","black crop top, blue crop top, bodycon crop top, club wear top, date night top women, fashionable women top, full sleeve crop top, long sleeve top women, off shoulder crop top, one shoulder top women, party wear top women, ruched crop top, slim fit crop top, street style top women, trendy crop top, white crop top, wine crop top, women western top",,"https://mirayfashions.com/wp-content/uploads/2026/01/17332096870d36e5466edf99442d7f8ce6c07d4040_thumbnail_900x.webp, https://mirayfashions.com/wp-content/uploads/2026/01/1763557603bad5edf495a24fb94e73c623a3e2b702_thumbnail_900x.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/17473058968303444fd81b036609b1150343555e3f_thumbnail_900x.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1763557682166f908eff65ad4e8c537b6c4b8b746f_thumbnail_900x.jpg",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,Color,"black, Blue, white",1,1
9164,variable,,,"Women’s High Waist Wide Leg Trousers – Formal Straight Fit Palazzo Pants (Black & Maroon)",1,0,visible,"Elegant high-waist wide-leg trousers with a smart straight fit — perfect for office wear, formal looks, and classy daily styling.","Step into effortless elegance with these <strong data-start=""545"" data-end=""585"">women’s high waist wide leg trousers</strong>, designed for a polished and sophisticated look. Featuring a structured waistband, straight wide-leg silhouette, and a flattering fit, these pants are perfect for creating modern formal outfits.<br data-start=""780"" data-end=""783"" />Ideal for <strong data-start=""793"" data-end=""881"">office wear, meetings, business casual styling, formal events, and smart daily looks</strong>, these trousers pair easily with shirts, blouses, crop tops, and blazers. Available in timeless <strong data-start=""978"" data-end=""1003"">black and rich maroon</strong>, they’re a wardrobe essential for women who love comfort with a classy, tailored finish.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Combo, Featured, migrate, New Arrivals, Trousers","black formal pants, business casual pants, classy office wear, elegant women pants, formal pants women, high waist trousers women, high waist wide leg pants, korean style trousers, maroon trousers women, office wear pants women, palazzo pants women, smart casual pants, straight fit trousers, tailored pants women, wide leg formal pants, wide leg trousers, women formal trousers, workwear trousers",,"https://mirayfashions.com/wp-content/uploads/2026/01/1728969363aa76f687937202f7f89153e59d08cd9e.webp, https://mirayfashions.com/wp-content/uploads/2026/01/1728969366f9a0fe07be53135b6a4aecf454949936.webp",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9165,variable,,,"Women’s Black Backless Lace-Up Maxi Dress – Bodycon Mermaid Fit Party & Evening Gown",1,0,visible,"Stunning black backless maxi dress with lace-up crisscross back and a body-hugging mermaid silhouette — perfect for parties, evening events, and date nights.","Make a bold and elegant statement with this <strong data-start=""572"" data-end=""617"">women’s black backless lace-up maxi dress</strong>, designed to turn heads instantly. Featuring a stylish <strong data-start=""673"" data-end=""722"">crisscross lace-up back with tie-up detailing</strong>, this dress adds a glamorous touch while giving an adjustable fit.<br data-start=""789"" data-end=""792"" />The <strong data-start=""796"" data-end=""818"">bodycon silhouette</strong> enhances your curves, and the <strong data-start=""849"" data-end=""870"">mermaid-style hem</strong> adds a graceful, luxe finish—perfect for <strong data-start=""912"" data-end=""1001"">cocktail nights, parties, wedding functions, evening events, and romantic date nights</strong>. Pair it with heels, a clutch, and minimal accessories for a stunning, confident look.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Dress, Evening Wear, Featured, migrate, New Arrivals, Party Wear, Uncategorized","backless maxi dress, birthday party dress, black backless dress, black evening dress, bodycon maxi dress, cocktail dress women, criss cross back dress, date night dress, elegant maxi dress, formal evening dress, glamorous party dress, lace up back dress, mermaid maxi dress, party wear dress women, slim fit maxi dress, tie up back dress, western dress for women, women evening gown",,"https://mirayfashions.com/wp-content/uploads/2026/01/1712477371093244953e2a08ca09171760fd08ed14.webp, https://mirayfashions.com/wp-content/uploads/2026/01/1712477373b282ca282b77fb090cb57e8a41025443.webp, https://mirayfashions.com/wp-content/uploads/2026/01/17124773766a6e3a4ebce0f597f353a05e14f13ce6.webp",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9217,variable,,,"Blush Pink Wide-Leg Pants with Side Bow Tie Detail",1,0,visible,"Elegant blush pink wide-leg palazzo pants featuring cute side bow-tie accents for a dreamy, trendy look","Step into effortless style with these blush pink wide-leg palazzo pants designed with charming side bow-tie detailing. The relaxed silhouette gives a graceful flow while the bow accents add a soft, feminine touch—perfect for casual outings, brunch looks, or stylish lounging. Pair them with crop tops, fitted tees, or statement blouses for an aesthetic outfit that stands out with minimal effort.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Bottom, Featured, migrate, New Arrivals, Track Pants, Trousers","aesthetic bottoms, blush pink palazzo pants, bow tie pants, casual chic pants, coquette style pants, cute bow detail, fashion palazzos, flowy wide leg, girly aesthetic outfit, high waist palazzo, instagram fashion, korean style pants, lounge style pants, party wear bottoms, soft pink pants, street style pants, stylish palazzo, summer pants women, trendy women pants, wide-leg-pants",,"https://mirayfashions.com/wp-content/uploads/2026/01/1759219180000-MMEGQ5.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1759897960000-3t4DHw.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1759897960000-xSTNdM.jpg",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9218,variable,,,"Grey Wrap-Style Top & Wide-Leg Co-Ord Set for Women",1,0,visible,"A stylish grey co-ord set featuring a wrap-style V-neck top and wide-leg palazzo pants for an effortless chic look.",,,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Co-Ord Set, Combo, Dress, Featured, migrate, New Arrivals, Track Suits","airport look outfit, casual co ords, chic co ord set, comfy co ords, drawstring palazzo pants, everyday wear set, fashion coord set, grey co ord set, korean style co ord, lounge co ord set, matching set women, minimalist outfit set, street style co ord, stylish two piece outfit, summer co ord set, trendy two piece set, v neck wrap top, wide leg palazzo set, women co ord set, wrap top set",,"https://mirayfashions.com/wp-content/uploads/2026/01/1739770939000-f2wZZf.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1739770939000-A6KcYW.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1739770939000-8kcWs2.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1741242850000-xQpQpH.jpg",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9219,variable,,,"Charcoal Grey High-Waist Wide-Leg Pants with Tie-Up Belt for Women",1,0,visible,"Elegant charcoal grey high-waist wide-leg pants with a stylish tie-up belt for a polished, flattering look.",,,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Bottom, Featured, migrate, New Arrivals, Trousers","belt detail pants, charcoal wide leg pants, chic women pants, elegant pants for women, everyday trousers women, formal wide leg pants, high waist pants women, korean style pants, minimalist trousers, modern classic pants, office wear pants, party wear bottoms, pleated wide leg pants, smart casual bottoms, straight fit wide leg, stylish palazzo pants, tie belt trousers, trendy grey pants, wide leg trousers, workwear trousers",,"https://mirayfashions.com/wp-content/uploads/2026/01/1755065975000-aFKrja.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1752239145000-AjycKb.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1755065975000-ZpPp4P.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1755065975000-Mz3aGJ.jpg",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9220,variable,,,"Black High-Waist Wide-Leg Pants with Side Tie Detail for Women",1,0,visible,"Classic black wide-leg palazzo pants with a high-waist fit and stylish side tie accents for a sleek look.","Make a bold style statement with these black high-waist wide-leg palazzo pants featuring elegant side tie detailing. Designed for a flattering waist fit and a graceful flow, these pants are perfect for everyday chic, office outfits, or evening looks. Pair them with a fitted top, blazer, or cropped blouse to create a clean and modern outfit that’s effortlessly stylish and versatile for any occasion.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Bottom, Featured, migrate, New Arrivals, Trousers","black palazzo pants, black wide leg trousers, casual black pants, chic palazzo pants, daily wear pants, elegant wide leg pants, fashion palazzo, flowy palazzo pants, high waist palazzo, korean style pants, minimalist palazzo, office wear wide leg, party wear pants, side tie pants, street style bottoms, stylish trousers women, summer palazzos, tie detail pants, trendy women bottoms, wide leg pants women",,"https://mirayfashions.com/wp-content/uploads/2026/01/1754052234000-FTDcbB-1.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1758544753000-FdQXji-1.jpg, https://mirayfashions.com/wp-content/uploads/2026/01/1758544753000-76Aycm-1.jpg",,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9221,variable,,,"Grey Side Stripe Wide-Leg Track Pants with Bow Detail for Women",1,0,visible,"Trendy grey wide-leg track pants with bold side stripes and cute bow detailing for a sporty-meets-stylish look.","Level up your athleisure game with these grey wide-leg track pants featuring standout side stripe detailing and adorable bow accents at the hem. Designed for a relaxed, flowy fit, these pants bring the perfect mix of sporty edge and cute aesthetic vibes. Ideal for travel, casual outings, gym-to-street looks, or everyday comfort—pair them with crop tops, hoodies, or oversized tees for an effortlessly stylish streetwear outfit.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Bottom, Featured, migrate, New Arrivals, Track Pants, Trousers","aesthetic street style, airport look pants, athleisure bottoms, baggy track pants, bow detail pants, casual gym wear pants, coquette sporty pants, elastic waist pants, everyday comfort pants, fashion track pants, grey track pants women, korean style track pants, relaxed fit trousers, side stripe pants, sporty chic outfit, sporty wide leg pants, streetwear pants women, stripe wide leg trousers, trendy jogger pants, wide leg track pants",,https://mirayfashions.com/wp-content/uploads/2026/01/e78ee38273beb246a7a7be889f15df34-1.jpg,,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9248,variable,,,"Black Wide-Leg Cargo Track Pants with Side Stripes for Women",1,0,visible,"Statement black wide-leg cargo track pants with bold side stripes and utility pockets for a cool streetwear vibe.","Bring strong streetwear energy to your wardrobe with these black wide-leg cargo track pants designed with sleek side stripe detailing and functional utility pockets. The relaxed fit offers all-day comfort while delivering an edgy, sporty look that stands out. Perfect for casual outings, travel, or everyday styling—pair them with crop tops, oversized tees, hoodies, or sneakers for an effortlessly cool, trend-forward outfit.",,,taxable,,1,,,0,0,,,,,0,,,,"All Clothing, Bottom, Featured, migrate, New Arrivals, Track Pants, Trousers, Uncategorized","athleisure bottoms, baggy pants women, black cargo track pants, casual streetwear outfit, elastic waist pants, everyday wear pants, fashion cargo pants, hip hop style pants, korean street style, loose fit pants, modern streetwear bottoms, oversized track pants, relaxed fit trousers, side stripe pants, sporty cargo pants, sporty chic pants, streetwear pants women, trendy wide leg pants, utility pocket pants, wide leg track pants",,https://mirayfashions.com/wp-content/uploads/2026/01/a3c04bf2b19ab0c75ed489187cea5ab3-1.jpg,,,,,,,,,0,,,,Size,"L, M, S, XL, XS",1,1,,,,
9078,variation,,,"Women’s Halter Neck Crop Top ( set of 2 ) - XS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,699,1299,,,,,,,id:9075,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Size,XS,,1,,,,
9079,variation,,,"Women’s Halter Neck Crop Top ( set of 2 ) - S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,699,1299,,,,,,,id:9075,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Size,S,,1,,,,
9080,variation,,,"Women’s Halter Neck Crop Top ( set of 2 ) - M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,699,1299,,,,,,,id:9075,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Size,M,,1,,,,
9081,variation,,,"Women’s Halter Neck Crop Top ( set of 2 ) - L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,699,1299,,,,,,,id:9075,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Size,L,,1,,,,
9082,variation,,,"Women’s Halter Neck Crop Top ( set of 2 ) - XL",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,699,1299,,,,,,,id:9075,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Size,XL,,1,,,,
9091,variation,,,"Women’s Wide Leg Lounge Pants – High Waist Drawstring Relaxed Fit (Grey & White) - XS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9084,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Size,XS,,1,,,,
9092,variation,,,"Women’s Wide Leg Lounge Pants – High Waist Drawstring Relaxed Fit (Grey & White) - S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9084,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Size,S,,1,,,,
9093,variation,,,"Women’s Wide Leg Lounge Pants – High Waist Drawstring Relaxed Fit (Grey & White) - M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9084,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Size,M,,1,,,,
9094,variation,,,"Women’s Wide Leg Lounge Pants – High Waist Drawstring Relaxed Fit (Grey & White) - L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9084,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Size,L,,1,,,,
9095,variation,,,"Women’s Wide Leg Lounge Pants – High Waist Drawstring Relaxed Fit (Grey & White) - XL",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9084,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Size,XL,,1,,,,
9098,variation,,,"Women’s V-Neck Button Front Corset Vest Top – Side Drawstring Waist Cincher (White & Navy) - XS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9085,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Size,XS,,1,,,,
9099,variation,,,"Women’s V-Neck Button Front Corset Vest Top – Side Drawstring Waist Cincher (White & Navy) - S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9085,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Size,S,,1,,,,
9100,variation,,,"Women’s V-Neck Button Front Corset Vest Top – Side Drawstring Waist Cincher (White & Navy) - M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9085,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Size,M,,1,,,,
9101,variation,,,"Women’s V-Neck Button Front Corset Vest Top – Side Drawstring Waist Cincher (White & Navy) - L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9085,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Size,L,,1,,,,
9102,variation,,,"Women’s V-Neck Button Front Corset Vest Top – Side Drawstring Waist Cincher (White & Navy) - XL",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9085,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Size,XL,,1,,,,
9104,variation,,,"Women’s Ruched Tie Strap Crop Top – Bow Shoulder Sleeveless Stretch Top (Black & White) - XS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9086,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Size,XS,,1,,,,
9105,variation,,,"Women’s Ruched Tie Strap Crop Top – Bow Shoulder Sleeveless Stretch Top (Black & White) - S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9086,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Size,S,,1,,,,
9106,variation,,,"Women’s Ruched Tie Strap Crop Top – Bow Shoulder Sleeveless Stretch Top (Black & White) - M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9086,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Size,M,,1,,,,
9107,variation,,,"Women’s Ruched Tie Strap Crop Top – Bow Shoulder Sleeveless Stretch Top (Black & White) - L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9086,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Size,L,,1,,,,
9108,variation,,,"Women’s Ruched Tie Strap Crop Top – Bow Shoulder Sleeveless Stretch Top (Black & White) - XL",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9086,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Size,XL,,1,,,,
9110,variation,,,"Women’s V-Neck Ruched Front Crop Top – Short Sleeve Stretch Slim Fit Tee (Black, Pink & White) - XS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9087,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Size,XS,,1,,,,
9111,variation,,,"Women’s V-Neck Ruched Front Crop Top – Short Sleeve Stretch Slim Fit Tee (Black, Pink & White) - S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9087,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Size,S,,1,,,,
9112,variation,,,"Women’s V-Neck Ruched Front Crop Top – Short Sleeve Stretch Slim Fit Tee (Black, Pink & White) - M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9087,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Size,M,,1,,,,
9113,variation,,,"Women’s V-Neck Ruched Front Crop Top – Short Sleeve Stretch Slim Fit Tee (Black, Pink & White) - L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9087,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Size,L,,1,,,,
9114,variation,,,"Women’s V-Neck Ruched Front Crop Top – Short Sleeve Stretch Slim Fit Tee (Black, Pink & White) - XL",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9087,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Size,XL,,1,,,,
9116,variation,,,"Women’s Tie Strap Crop Top – Ruched Sleeveless Camisole with Bow Shoulder Straps (Black, Pink & White) - XS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9088,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Size,XS,,1,,,,
9117,variation,,,"Women’s Tie Strap Crop Top – Ruched Sleeveless Camisole with Bow Shoulder Straps (Black, Pink & White) - S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9088,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Size,S,,1,,,,
9118,variation,,,"Women’s Tie Strap Crop Top – Ruched Sleeveless Camisole with Bow Shoulder Straps (Black, Pink & White) - M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9088,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Size,M,,1,,,,
9119,variation,,,"Women’s Tie Strap Crop Top – Ruched Sleeveless Camisole with Bow Shoulder Straps (Black, Pink & White) - L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9088,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Size,L,,1,,,,
9120,variation,,,"Women’s Tie Strap Crop Top – Ruched Sleeveless Camisole with Bow Shoulder Straps (Black, Pink & White) - XL",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9088,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Size,XL,,1,,,,
9126,variation,,,"Women’s Wide Leg  Pants – High Waist Drawstring Loose Fit (Black & White) - L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9089,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Size,L,,1,,,,
9127,variation,,,"Women’s Wide Leg  Pants – High Waist Drawstring Loose Fit (Black & White) - XL",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9089,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Size,XL,,1,,,,
9123,variation,,,"Women’s Wide Leg  Pants – High Waist Drawstring Loose Fit (Black & White) - XS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9089,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Size,XS,,1,,,,
9124,variation,,,"Women’s Wide Leg  Pants – High Waist Drawstring Loose Fit (Black & White) - S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9089,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Size,S,,1,,,,
9125,variation,,,"Women’s Wide Leg  Pants – High Waist Drawstring Loose Fit (Black & White) - M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,1299,1999,,,,,,,id:9089,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Size,M,,1,,,,
9129,variation,,,"Women’s Black Sleeveless Bodycon Midi Dress – Elegant Slim Fit Party Dress - XS",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9090,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Size,XS,,1,,,,
9130,variation,,,"Women’s Black Sleeveless Bodycon Midi Dress – Elegant Slim Fit Party Dress - S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9090,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Size,S,,1,,,,
9131,variation,,,"Women’s Black Sleeveless Bodycon Midi Dress – Elegant Slim Fit Party Dress - M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9090,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Size,M,,1,,,,
9132,variation,,,"Women’s Black Sleeveless Bodycon Midi Dress – Elegant Slim Fit Party Dress - L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9090,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Size,L,,1,,,,
9133,variation,,,"Women’s Black Sleeveless Bodycon Midi Dress – Elegant Slim Fit Party Dress - XL",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,999,1999,,,,,,,id:9090,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Size,XL,,1,,,,
